task_id,timestamp,task_type,file_type,finance_domain,evaluation_criterion,agent,success,score,error_type,processing_time_sec,file_size_kb,complexity_score
TASK_0849,2024-02-05 09:00:00,Risk Assessment,PDF,Asset Management,Data Quality,Agent_B,False,36.62,Timeout,38.63,3584,8
TASK_0850,2024-02-05 10:00:00,Risk Assessment,Excel,Risk Management,Compliance,Agent_B,True,85.82,,6.86,700,8
TASK_0851,2024-02-05 11:00:00,Risk Assessment,Word,Insurance,Completeness,Agent_A,True,83.07,,41.53,3705,5
TASK_0852,2024-02-05 12:00:00,Report Generation,PDF,Risk Management,Formatting,Agent_A,False,59.57,Logic Error,51.77,1105,10
TASK_0853,2024-02-05 13:00:00,Compliance Check,PDF,Investment Banking,Accuracy,Agent_A,True,86.09,,45.25,1766,6
TASK_0854,2024-02-05 14:00:00,Financial Analysis,JSON,Investment Banking,Data Quality,Agent_B,False,47.55,Logic Error,40.78,986,5
TASK_0855,2024-02-05 15:00:00,Compliance Check,PDF,Investment Banking,Formatting,Agent_A,True,95.06,,47.88,3191,3
TASK_0856,2024-02-05 16:00:00,Compliance Check,PDF,Trading,Compliance,Agent_C,False,43.37,Logic Error,41.22,1217,1
TASK_0857,2024-02-05 17:00:00,Risk Assessment,JSON,Insurance,Compliance,Agent_A,True,96.03,,37.68,3868,5
TASK_0858,2024-02-05 18:00:00,Market Research,PDF,Investment Banking,Accuracy,Agent_C,False,32.54,Missing Data,62.62,1156,1
TASK_0859,2024-02-05 19:00:00,Financial Analysis,JSON,Risk Management,Accuracy,Agent_C,True,85.89,,51.38,1169,3
TASK_0860,2024-02-05 20:00:00,Risk Assessment,PDF,Retail Banking,Timeliness,Agent_C,False,49.6,Hallucination,32.63,1179,9
TASK_0861,2024-02-05 21:00:00,Market Research,PDF,Risk Management,Formatting,Agent_A,True,83.29,,53.37,3993,4
TASK_0862,2024-02-05 22:00:00,Compliance Check,JSON,Investment Banking,Timeliness,Agent_C,True,86.6,,40.94,1772,1
TASK_0863,2024-02-05 23:00:00,Financial Analysis,Excel,Asset Management,Accuracy,Agent_A,True,86.51,,40.47,3254,1
TASK_0864,2024-02-06 00:00:00,Risk Assessment,CSV,Trading,Data Quality,Agent_C,True,93.57,,14.93,1599,10
TASK_0865,2024-02-06 01:00:00,Financial Analysis,Word,Investment Banking,Completeness,Agent_C,True,89.02,,41.09,3808,6
TASK_0866,2024-02-06 02:00:00,Data Extraction,PDF,Investment Banking,Compliance,Agent_B,False,64.6,Hallucination,47.9,3861,4
TASK_0867,2024-02-06 03:00:00,Compliance Check,Word,Trading,Accuracy,Agent_C,False,56.15,Timeout,34.92,4647,9
TASK_0868,2024-02-06 04:00:00,Market Research,PDF,Insurance,Timeliness,Agent_B,False,66.88,Timeout,40.33,2104,8
TASK_0869,2024-02-06 05:00:00,Report Generation,Excel,Asset Management,Completeness,Agent_B,False,79.82,Format Error,36.03,3942,7
TASK_0870,2024-02-06 06:00:00,Risk Assessment,CSV,Insurance,Accuracy,Agent_B,False,69.1,Format Error,34.69,4364,4
TASK_0871,2024-02-06 07:00:00,Report Generation,PDF,Investment Banking,Formatting,Agent_C,False,40.7,Timeout,49.84,682,5
TASK_0872,2024-02-06 08:00:00,Compliance Check,CSV,Risk Management,Compliance,Agent_C,True,97.39,,33.2,3804,9
TASK_0873,2024-02-06 09:00:00,Compliance Check,Word,Risk Management,Compliance,Agent_B,True,87.11,,29.6,1339,3
TASK_0874,2024-02-06 10:00:00,Financial Analysis,Word,Retail Banking,Data Quality,Agent_C,True,85.58,,57.38,785,6
TASK_0875,2024-02-06 11:00:00,Data Extraction,CSV,Investment Banking,Completeness,Agent_B,True,90.65,,32.28,4645,8
TASK_0876,2024-02-06 12:00:00,Market Research,JSON,Trading,Completeness,Agent_C,True,100.0,,21.39,4898,4
TASK_0877,2024-02-06 13:00:00,Data Extraction,Word,Retail Banking,Completeness,Agent_A,True,95.53,,27.74,1288,6
TASK_0878,2024-02-06 14:00:00,Financial Analysis,Excel,Trading,Data Quality,Agent_B,False,63.04,Timeout,70.76,1664,9
TASK_0879,2024-02-06 15:00:00,Financial Analysis,Excel,Risk Management,Formatting,Agent_A,True,81.91,,29.24,842,5
TASK_0880,2024-02-06 16:00:00,Risk Assessment,CSV,Retail Banking,Formatting,Agent_A,False,45.66,Missing Data,39.56,4815,8
TASK_0881,2024-02-06 17:00:00,Data Extraction,PDF,Asset Management,Compliance,Agent_C,False,12.91,Incomplete Output,43.54,1430,5
TASK_0882,2024-02-06 18:00:00,Financial Analysis,CSV,Insurance,Timeliness,Agent_A,True,95.32,,58.65,79,6
TASK_0883,2024-02-06 19:00:00,Financial Analysis,JSON,Risk Management,Accuracy,Agent_C,True,90.8,,54.48,53,3
TASK_0884,2024-02-06 20:00:00,Risk Assessment,PDF,Investment Banking,Formatting,Agent_B,True,85.74,,29.35,907,1
TASK_0885,2024-02-06 21:00:00,Compliance Check,CSV,Insurance,Completeness,Agent_A,True,88.67,,47.4,2028,3
TASK_0886,2024-02-06 22:00:00,Report Generation,Word,Asset Management,Accuracy,Agent_A,True,86.57,,27.66,1199,5
TASK_0887,2024-02-06 23:00:00,Financial Analysis,CSV,Trading,Data Quality,Agent_B,False,8.05,Format Error,41.98,3756,2
TASK_0888,2024-02-07 00:00:00,Compliance Check,CSV,Risk Management,Completeness,Agent_C,False,49.81,Logic Error,21.6,3316,5
TASK_0889,2024-02-07 01:00:00,Risk Assessment,Excel,Trading,Accuracy,Agent_C,True,80.58,,19.03,144,2
TASK_0890,2024-02-07 02:00:00,Report Generation,PDF,Insurance,Accuracy,Agent_B,False,44.41,Incomplete Output,42.02,2050,4
TASK_0891,2024-02-07 03:00:00,Market Research,Excel,Insurance,Completeness,Agent_A,True,82.92,,58.51,2988,2
TASK_0892,2024-02-07 04:00:00,Compliance Check,PDF,Investment Banking,Formatting,Agent_C,True,83.78,,63.64,3440,6
TASK_0893,2024-02-07 05:00:00,Financial Analysis,JSON,Trading,Compliance,Agent_C,False,34.13,Timeout,41.25,2762,3
TASK_0894,2024-02-07 06:00:00,Compliance Check,PDF,Asset Management,Formatting,Agent_B,False,72.45,Hallucination,38.1,722,10
TASK_0895,2024-02-07 07:00:00,Compliance Check,CSV,Trading,Compliance,Agent_B,False,32.21,Logic Error,35.62,3968,3
TASK_0896,2024-02-07 08:00:00,Financial Analysis,JSON,Insurance,Accuracy,Agent_B,False,35.93,Incomplete Output,54.98,1504,8
TASK_0897,2024-02-07 09:00:00,Market Research,PDF,Insurance,Timeliness,Agent_A,False,74.38,Hallucination,53.38,3514,1
TASK_0898,2024-02-07 10:00:00,Financial Analysis,JSON,Trading,Data Quality,Agent_B,False,26.59,Format Error,63.01,4771,8
TASK_0899,2024-02-07 11:00:00,Market Research,CSV,Risk Management,Completeness,Agent_C,False,39.56,Logic Error,37.42,1456,4
TASK_0900,2024-02-07 12:00:00,Compliance Check,JSON,Trading,Timeliness,Agent_B,True,92.28,,28.16,4839,3
TASK_0901,2024-02-07 13:00:00,Compliance Check,CSV,Insurance,Completeness,Agent_C,False,29.04,Hallucination,12.34,2419,6
TASK_0902,2024-02-07 14:00:00,Compliance Check,Word,Insurance,Formatting,Agent_C,True,96.59,,26.85,3942,3
TASK_0903,2024-02-07 15:00:00,Compliance Check,Word,Investment Banking,Data Quality,Agent_B,False,62.1,Missing Data,50.68,2539,3
TASK_0904,2024-02-07 16:00:00,Report Generation,JSON,Investment Banking,Completeness,Agent_A,False,35.75,Missing Data,32.86,4097,9
TASK_0905,2024-02-07 17:00:00,Data Extraction,JSON,Trading,Completeness,Agent_C,True,83.52,,42.12,3734,4
TASK_0906,2024-02-07 18:00:00,Report Generation,JSON,Risk Management,Completeness,Agent_B,True,92.66,,28.94,2848,3
TASK_0907,2024-02-07 19:00:00,Data Extraction,Excel,Trading,Accuracy,Agent_C,True,80.87,,36.19,3957,2
TASK_0908,2024-02-07 20:00:00,Report Generation,Excel,Investment Banking,Timeliness,Agent_A,False,40.8,Incomplete Output,25.09,2980,7
TASK_0909,2024-02-07 21:00:00,Financial Analysis,PDF,Retail Banking,Completeness,Agent_B,False,31.11,Format Error,63.86,3669,6
TASK_0910,2024-02-07 22:00:00,Financial Analysis,CSV,Investment Banking,Accuracy,Agent_C,False,38.52,Incomplete Output,62.73,1229,5
TASK_0911,2024-02-07 23:00:00,Financial Analysis,JSON,Asset Management,Compliance,Agent_B,True,80.91,,55.64,3936,2
TASK_0912,2024-02-08 00:00:00,Report Generation,Excel,Investment Banking,Completeness,Agent_B,False,37.31,Missing Data,36.83,3973,10
TASK_0913,2024-02-08 01:00:00,Risk Assessment,Word,Investment Banking,Formatting,Agent_A,False,52.42,Logic Error,33.01,3641,3
TASK_0914,2024-02-08 02:00:00,Financial Analysis,Excel,Asset Management,Data Quality,Agent_B,True,87.72,,34.98,4515,8
TASK_0915,2024-02-08 03:00:00,Compliance Check,CSV,Asset Management,Completeness,Agent_A,True,82.53,,25.27,341,9
TASK_0916,2024-02-08 04:00:00,Report Generation,JSON,Asset Management,Completeness,Agent_C,True,89.01,,18.02,2875,10
TASK_0917,2024-02-08 05:00:00,Market Research,CSV,Retail Banking,Accuracy,Agent_B,True,92.78,,20.76,412,6
TASK_0918,2024-02-08 06:00:00,Financial Analysis,Excel,Trading,Timeliness,Agent_C,False,44.41,Incomplete Output,48.86,438,10
TASK_0919,2024-02-08 07:00:00,Financial Analysis,Word,Asset Management,Formatting,Agent_B,False,50.39,Timeout,50.83,351,5
TASK_0920,2024-02-08 08:00:00,Report Generation,JSON,Trading,Accuracy,Agent_A,True,79.79,,26.36,3827,3
TASK_0921,2024-02-08 09:00:00,Risk Assessment,PDF,Trading,Completeness,Agent_B,True,83.14,,50.48,1122,3
TASK_0922,2024-02-08 10:00:00,Risk Assessment,Word,Asset Management,Formatting,Agent_C,True,78.48,,45.01,2228,5
TASK_0923,2024-02-08 11:00:00,Report Generation,Excel,Investment Banking,Accuracy,Agent_A,False,43.16,Timeout,30.96,452,1
TASK_0924,2024-02-08 12:00:00,Data Extraction,JSON,Retail Banking,Completeness,Agent_C,True,73.93,,39.02,1041,1
TASK_0925,2024-02-08 13:00:00,Report Generation,CSV,Trading,Accuracy,Agent_C,True,81.48,,24.05,3334,10
TASK_0926,2024-02-08 14:00:00,Data Extraction,Excel,Asset Management,Data Quality,Agent_A,True,82.53,,25.64,2943,8
TASK_0927,2024-02-08 15:00:00,Compliance Check,Word,Insurance,Data Quality,Agent_C,True,83.65,,35.99,750,10
TASK_0928,2024-02-08 16:00:00,Market Research,PDF,Investment Banking,Accuracy,Agent_B,False,33.17,Missing Data,58.73,1145,3
TASK_0929,2024-02-08 17:00:00,Risk Assessment,JSON,Trading,Completeness,Agent_A,False,40.74,Format Error,37.53,1267,6
TASK_0930,2024-02-08 18:00:00,Report Generation,JSON,Trading,Accuracy,Agent_A,True,85.86,,20.93,2116,5
TASK_0931,2024-02-08 19:00:00,Market Research,JSON,Risk Management,Completeness,Agent_C,False,18.83,Timeout,20.78,3374,5
TASK_0932,2024-02-08 20:00:00,Compliance Check,CSV,Insurance,Compliance,Agent_C,False,25.97,Missing Data,47.87,3505,1
TASK_0933,2024-02-08 21:00:00,Financial Analysis,Word,Risk Management,Formatting,Agent_B,False,44.49,Missing Data,49.13,4272,4
TASK_0934,2024-02-08 22:00:00,Compliance Check,PDF,Asset Management,Data Quality,Agent_B,True,86.16,,37.96,2898,4
TASK_0935,2024-02-08 23:00:00,Risk Assessment,CSV,Investment Banking,Accuracy,Agent_A,True,82.05,,38.07,635,3
TASK_0936,2024-02-09 00:00:00,Report Generation,Word,Asset Management,Timeliness,Agent_B,True,84.01,,39.31,1565,2
TASK_0937,2024-02-09 01:00:00,Data Extraction,JSON,Trading,Timeliness,Agent_A,False,30.36,Timeout,36.62,1904,10
TASK_0938,2024-02-09 02:00:00,Financial Analysis,Word,Asset Management,Accuracy,Agent_B,True,77.77,,32.02,352,10
TASK_0939,2024-02-09 03:00:00,Report Generation,Excel,Retail Banking,Timeliness,Agent_B,True,72.36,,21.82,4706,10
TASK_0940,2024-02-09 04:00:00,Data Extraction,CSV,Asset Management,Accuracy,Agent_B,True,99.35,,33.69,2396,5
TASK_0941,2024-02-09 05:00:00,Data Extraction,Word,Asset Management,Data Quality,Agent_B,True,82.58,,43.46,4806,4
TASK_0942,2024-02-09 06:00:00,Report Generation,PDF,Retail Banking,Timeliness,Agent_A,True,89.94,,48.84,4523,5
TASK_0943,2024-02-09 07:00:00,Market Research,CSV,Asset Management,Accuracy,Agent_B,True,80.13,,19.92,2292,9
TASK_0944,2024-02-09 08:00:00,Compliance Check,Word,Risk Management,Formatting,Agent_A,False,38.85,Incomplete Output,40.18,4526,5
TASK_0945,2024-02-09 09:00:00,Data Extraction,Excel,Asset Management,Data Quality,Agent_A,False,31.8,Hallucination,32.69,4413,9
TASK_0946,2024-02-09 10:00:00,Risk Assessment,CSV,Retail Banking,Data Quality,Agent_B,True,88.21,,15.48,2300,2
TASK_0947,2024-02-09 11:00:00,Compliance Check,Word,Insurance,Compliance,Agent_A,True,88.58,,29.92,1397,3
TASK_0948,2024-02-09 12:00:00,Market Research,Word,Risk Management,Formatting,Agent_C,False,55.23,Incomplete Output,39.63,1713,8
TASK_0949,2024-02-09 13:00:00,Compliance Check,Word,Risk Management,Completeness,Agent_C,True,67.16,,48.81,509,6
TASK_0950,2024-02-09 14:00:00,Compliance Check,Word,Retail Banking,Compliance,Agent_B,True,90.87,,37.65,2659,4
TASK_0951,2024-02-09 15:00:00,Data Extraction,CSV,Investment Banking,Formatting,Agent_A,True,91.0,,32.4,644,10
TASK_0952,2024-02-09 16:00:00,Data Extraction,CSV,Insurance,Timeliness,Agent_A,True,82.79,,26.61,2065,9
TASK_0953,2024-02-09 17:00:00,Data Extraction,Word,Insurance,Compliance,Agent_C,False,21.31,Timeout,24.09,2614,9
TASK_0954,2024-02-09 18:00:00,Data Extraction,PDF,Retail Banking,Timeliness,Agent_B,True,78.53,,35.58,1416,3
TASK_0955,2024-02-09 19:00:00,Compliance Check,PDF,Investment Banking,Completeness,Agent_C,False,54.82,Timeout,37.02,1768,8
TASK_0956,2024-02-09 20:00:00,Financial Analysis,CSV,Trading,Data Quality,Agent_A,True,70.01,,51.84,1423,7
TASK_0957,2024-02-09 21:00:00,Financial Analysis,JSON,Retail Banking,Compliance,Agent_A,False,59.13,Incomplete Output,61.76,3075,5
TASK_0958,2024-02-09 22:00:00,Compliance Check,Word,Trading,Compliance,Agent_A,True,84.47,,29.74,3408,8
TASK_0959,2024-02-09 23:00:00,Compliance Check,PDF,Risk Management,Completeness,Agent_A,True,90.72,,44.49,4260,1
TASK_0960,2024-02-10 00:00:00,Data Extraction,Excel,Asset Management,Timeliness,Agent_A,True,79.16,,12.23,1128,6
TASK_0961,2024-02-10 01:00:00,Risk Assessment,Word,Insurance,Formatting,Agent_B,True,91.2,,31.79,3206,1
TASK_0962,2024-02-10 02:00:00,Compliance Check,CSV,Retail Banking,Formatting,Agent_C,False,28.05,Hallucination,21.76,3608,5
TASK_0963,2024-02-10 03:00:00,Compliance Check,CSV,Asset Management,Data Quality,Agent_C,True,94.73,,6.07,978,4
TASK_0964,2024-02-10 04:00:00,Compliance Check,Word,Investment Banking,Timeliness,Agent_C,False,48.15,Logic Error,44.6,4422,4
TASK_0965,2024-02-10 05:00:00,Compliance Check,JSON,Retail Banking,Compliance,Agent_A,True,93.27,,35.92,2804,8
TASK_0966,2024-02-10 06:00:00,Data Extraction,JSON,Risk Management,Compliance,Agent_A,True,76.64,,47.84,3095,10
TASK_0967,2024-02-10 07:00:00,Data Extraction,Excel,Asset Management,Formatting,Agent_C,False,57.18,Format Error,33.32,4752,5
TASK_0968,2024-02-10 08:00:00,Risk Assessment,JSON,Trading,Timeliness,Agent_C,True,84.4,,36.02,1288,2
TASK_0969,2024-02-10 09:00:00,Market Research,CSV,Retail Banking,Timeliness,Agent_B,True,81.1,,19.75,2269,10
TASK_0970,2024-02-10 10:00:00,Risk Assessment,CSV,Insurance,Accuracy,Agent_C,True,93.56,,29.15,3186,9
TASK_0971,2024-02-10 11:00:00,Compliance Check,CSV,Insurance,Compliance,Agent_C,False,70.02,Timeout,40.88,1796,5
TASK_0972,2024-02-10 12:00:00,Financial Analysis,PDF,Investment Banking,Data Quality,Agent_A,False,69.76,Incomplete Output,58.71,3347,8
TASK_0973,2024-02-10 13:00:00,Data Extraction,PDF,Risk Management,Formatting,Agent_A,True,81.88,,34.69,4926,5
TASK_0974,2024-02-10 14:00:00,Financial Analysis,Excel,Retail Banking,Formatting,Agent_B,True,100.0,,51.77,4490,9
TASK_0975,2024-02-10 15:00:00,Report Generation,CSV,Retail Banking,Compliance,Agent_B,False,26.13,Format Error,21.91,255,10
TASK_0976,2024-02-10 16:00:00,Market Research,Word,Investment Banking,Data Quality,Agent_A,True,89.3,,35.53,1427,10
TASK_0977,2024-02-10 17:00:00,Report Generation,Word,Trading,Compliance,Agent_A,True,69.44,,29.64,1849,7
TASK_0978,2024-02-10 18:00:00,Financial Analysis,JSON,Retail Banking,Compliance,Agent_A,True,73.61,,45.44,1826,4
TASK_0979,2024-02-10 19:00:00,Data Extraction,Excel,Retail Banking,Timeliness,Agent_B,True,81.27,,29.12,2300,8
TASK_0980,2024-02-10 20:00:00,Market Research,Excel,Insurance,Data Quality,Agent_A,True,90.99,,24.03,1573,10
TASK_0981,2024-02-10 21:00:00,Risk Assessment,JSON,Retail Banking,Formatting,Agent_C,True,100.0,,29.92,1882,3
TASK_0982,2024-02-10 22:00:00,Compliance Check,JSON,Trading,Timeliness,Agent_C,True,71.98,,40.6,2085,3
TASK_0983,2024-02-10 23:00:00,Data Extraction,Word,Retail Banking,Accuracy,Agent_B,True,100.0,,34.37,3660,7
TASK_0984,2024-02-11 00:00:00,Data Extraction,JSON,Asset Management,Formatting,Agent_A,False,37.3,Hallucination,39.53,4586,6
TASK_0985,2024-02-11 01:00:00,Data Extraction,Word,Trading,Formatting,Agent_C,False,53.81,Logic Error,17.83,2117,2
TASK_0986,2024-02-11 02:00:00,Risk Assessment,Word,Insurance,Completeness,Agent_C,False,74.0,Timeout,32.57,3449,9
TASK_0987,2024-02-11 03:00:00,Data Extraction,PDF,Trading,Completeness,Agent_C,False,67.62,Missing Data,56.23,3269,8
TASK_0988,2024-02-11 04:00:00,Risk Assessment,JSON,Investment Banking,Data Quality,Agent_B,True,86.44,,21.85,997,3
TASK_0989,2024-02-11 05:00:00,Market Research,Excel,Trading,Formatting,Agent_A,True,86.85,,21.61,4078,6
TASK_0990,2024-02-11 06:00:00,Financial Analysis,JSON,Insurance,Data Quality,Agent_B,True,96.47,,43.12,991,7
TASK_0991,2024-02-11 07:00:00,Market Research,Word,Risk Management,Compliance,Agent_C,False,51.34,Hallucination,25.34,4782,5
TASK_0992,2024-02-11 08:00:00,Market Research,PDF,Investment Banking,Timeliness,Agent_C,True,68.12,,58.39,2878,10
TASK_0993,2024-02-11 09:00:00,Compliance Check,PDF,Risk Management,Data Quality,Agent_C,True,81.55,,53.06,550,3
TASK_0994,2024-02-11 10:00:00,Compliance Check,Excel,Insurance,Timeliness,Agent_C,False,51.49,Logic Error,22.83,4737,2
TASK_0995,2024-02-11 11:00:00,Data Extraction,Excel,Investment Banking,Completeness,Agent_A,False,13.11,Missing Data,29.03,2431,8
TASK_0996,2024-02-11 12:00:00,Data Extraction,Word,Investment Banking,Completeness,Agent_A,True,73.11,,38.69,3869,5
TASK_0997,2024-02-11 13:00:00,Data Extraction,CSV,Trading,Data Quality,Agent_B,True,93.08,,16.68,2886,6
TASK_0998,2024-02-11 14:00:00,Financial Analysis,Word,Insurance,Compliance,Agent_C,True,90.36,,61.25,382,8
TASK_0999,2024-02-11 15:00:00,Market Research,Word,Investment Banking,Accuracy,Agent_A,False,52.48,Logic Error,26.58,1435,5
